what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056736661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056741650
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056748480
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056748713
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.run",1378056751748
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378056752156
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1378056776237
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378056779603
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1378056817152
activated,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1378056821307
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378056821445
closed,editor,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui.internal.editors.PersistenceEditor",1378056821445
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378056825969
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056830727
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056849901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378056850526
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056861251
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056861418
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056868523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056882502
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378056883193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056887883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056888050
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056890577
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056897882
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1378056898506
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056906899
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056907037
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1378056909602
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1378056917156
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378056919795
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1378056931485
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378056933695
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378056939703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056972514
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378056978170
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1378057092934
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057096641
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057412534
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057413339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057414885
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057415737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057416592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057792149
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057833754
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057864241
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057891190
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1378057891227
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057891373
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1378057898187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057898439
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057903788
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057903788
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057904990
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057907581
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057910050
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057910050
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057910826
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057913129
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057913129
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057914119
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057914809
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1378057918636
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057950725
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057952305
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057953664
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1378057957859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057959082
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378057962255
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1378057962314
