what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1378059235793
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1378059235794
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1378059235796
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1378059235796
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1378059235797
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1378059235798
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1378059235799
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1378059235799
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1378059235800
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1378059235801
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.201.v201201101553,"org.eclipse.wst.common.project.facet.core",1378059235802
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1378059235803
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1378059235804
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1378059235805
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1378059235809
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1378059235810
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1378059235810
started,bundle,org.eclipse.wst.validation,1.2.303.v201202090300,"org.eclipse.wst.validation",1378059235811
started,bundle,org.eclipse.wst.web,1.1.501.v201201190400,"org.eclipse.wst.web",1378059235812
started,bundle,org.eclipse.wst.xml.core,1.1.602.v201201091944,"org.eclipse.wst.xml.core",1378059235813
os,sysinfo,,,"win32",1378059235816
arch,sysinfo,,,"x86_64",1378059235816
ws,sysinfo,,,"win32",1378059235816
locale,sysinfo,,,"en_US",1378059235816
processors,sysinfo,,,"8",1378059235816
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1378059235816
java.runtime.version,sysinfo,,,"1.6.0_45-b06",1378059235816
java.specification.name,sysinfo,,,"Java Platform API Specification",1378059235816
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378059235816
java.specification.version,sysinfo,,,"1.6",1378059235816
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1378059235816
java.version,sysinfo,,,"1.6.0_45",1378059235816
java.vm.info,sysinfo,,,"mixed mode",1378059235816
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1378059235816
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1378059235816
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1378059235816
java.vm.specification.version,sysinfo,,,"1.0",1378059235816
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1378059235816
java.vm.version,sysinfo,,,"20.45-b01",1378059235816
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1378059236175
started,bundle,org.eclipse.jst.jee.ejb,1.0.301.v201007070821,"org.eclipse.jst.jee.ejb",1378059236178
started,bundle,org.eclipse.jst.j2ee.ejb,1.1.505.v201202020200,"org.eclipse.jst.j2ee.ejb",1378059236198
started,bundle,org.eclipse.jst.j2ee.jca,1.1.501.v201111030500,"org.eclipse.jst.j2ee.jca",1378059236207
started,bundle,org.eclipse.jst.j2ee.web,1.1.502.v201202090300,"org.eclipse.jst.j2ee.web",1378059236208
started,bundle,org.eclipse.jst.jee.web,1.0.301.v201007070907,"org.eclipse.jst.jee.web",1378059236215
started,bundle,org.eclipse.wst.sse.ui,1.3.2.v201201041522,"org.eclipse.wst.sse.ui",1378059236352
started,bundle,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.ui",1378059236354
